u,v,CN,Jaccard,AA,PA
25091,55259,1,0.03333333333333333,0.36926937306885504,210
57499,61069,1,0.06666666666666667,0.3396232718951086,28
4533,21952,1,0.07142857142857142,0.45511961331341866,44
29017,51791,2,0.2,1.8597274323132096,36
11212,21575,1,0.14285714285714285,0.45511961331341866,15
6517,10717,1,0.025,0.5581106265512472,378
11599,61648,1,0.058823529411764705,0.36067376022224085,72
25091,29595,4,0.12121212121212122,1.5249276989133596,270
13388,16926,1,0.125,0.40242960438184466,14
35067,64452,1,0.1111111111111111,0.3396232718951086,25
10011,40803,1,0.043478260869565216,0.318928988903801,108
30461,56083,1,0.07142857142857142,0.318928988903801,44
14017,59730,1,0.029411764705882353,0.48089834696298783,294
31503,65091,14,0.7777777777777778,5.037922162335434,255
28879,64100,1,0.05555555555555555,0.36926937306885504,78
7417,11913,1,0.03225806451612903,0.36067376022224085,207
52191,62227,1,0.03125,0.31465798044412485,116
9638,11925,1,0.1,0.2729584204093974,28
27312,49794,1,0.027777777777777776,0.3001016285004131,322
22237,62824,2,0.1111111111111111,1.3272716180510837,36
12799,39916,1,0.058823529411764705,0.48089834696298783,80
51028,52700,2,0.08333333333333333,0.7630086476854399,69
28421,66440,1,0.0625,0.48089834696298783,30
44736,47861,1,0.06666666666666667,0.3396232718951086,63
1195,51604,1,0.1,0.7213475204444817,28
40330,68597,1,0.1,0.45511961331341866,24
6210,6975,1,0.043478260869565216,0.3001016285004131,108
7660,57125,1,0.06666666666666667,0.28853900817779266,63
38682,53925,1,0.058823529411764705,0.36067376022224085,56
8307,48076,1,0.043478260869565216,0.30341307554227914,95
17370,28292,2,0.058823529411764705,0.7739177537983604,203
49509,56343,1,0.047619047619047616,0.31465798044412485,105
51028,56083,1,0.030303030303030304,0.3459762562611936,253
45963,47200,1,0.05555555555555555,0.35295612386476116,70
49642,59316,1,0.08333333333333333,0.36067376022224085,36
28534,54424,1,0.05263157894736842,0.2835784920513334,100
42610,57885,1,0.1111111111111111,0.5138983423697507,9
27849,54321,1,0.07692307692307693,0.2749075777424936,48
48387,65284,1,0.06666666666666667,0.43429448190325176,48
61742,65013,3,0.06521739130434782,0.9561502651414142,444
5649,38614,1,0.030303030303030304,0.2749075777424936,240
64426,66247,1,0.09090909090909091,0.31465798044412485,27
3737,23307,1,0.047619047619047616,0.3001016285004131,112
40663,49939,1,0.058823529411764705,0.2835784920513334,77
818,32756,1,0.2,0.3898712452512801,8
13496,15304,1,0.05,0.5138983423697507,104
7255,57197,3,0.2,2.455925280753629,72
33617,67269,1,0.038461538461538464,0.40242960438184466,50
37737,46139,2,0.05555555555555555,0.6693710015692682,240
56382,67701,2,0.08,0.615903193277171,126
49216,65516,2,0.2,0.7318793055547124,32
21518,56320,2,0.14285714285714285,1.391137573589825,28
2600,18384,1,0.05555555555555555,0.33380820069533407,88
13648,47566,1,0.024390243902439025,0.3789231816899512,272
31705,51962,2,0.13333333333333333,0.7318793055547124,52
25137,30478,1,0.043478260869565216,0.318928988903801,135
4436,4999,1,0.05263157894736842,0.43429448190325176,64
720,30908,2,0.2857142857142857,0.8048592087636893,18
63216,65168,1,0.03571428571428571,0.48089834696298783,54
64100,64168,1,0.06666666666666667,0.36926937306885504,39
42230,55735,1,0.05555555555555555,0.33380820069533407,84
41759,43318,1,0.07692307692307693,0.3789231816899512,48
39920,59815,1,0.25,0.7213475204444817,4
39039,55636,1,0.5,0.36926937306885504,2
13648,64720,1,0.025,0.3459762562611936,238
31462,37867,1,0.09090909090909091,0.40242960438184466,27
19512,52116,1,0.043478260869565216,0.318928988903801,95
6210,54465,1,0.045454545454545456,0.3001016285004131,102
17030,26665,2,0.10526315789473684,0.7171340199246594,90
31319,33617,1,0.037037037037037035,0.36067376022224085,75
15604,16728,1,0.05555555555555555,0.36067376022224085,84
15032,35750,1,0.058823529411764705,0.48089834696298783,77
32635,35280,1,0.03333333333333333,0.3789231816899512,234
12167,29220,1,0.1,0.3898712452512801,18
46670,59089,1,0.14285714285714285,0.36067376022224085,15
51911,53676,1,0.1111111111111111,0.3396232718951086,9
19808,22838,1,0.029411764705882353,0.2835784920513334,264
32756,39182,1,0.2,0.3898712452512801,8
12067,61069,1,0.03333333333333333,0.3459762562611936,238
52860,53825,1,0.08333333333333333,0.48089834696298783,36
2934,14823,1,0.041666666666666664,0.2769378934088574,144
19133,65302,1,0.125,0.32351545314867247,20
10011,50736,1,0.07692307692307693,0.43429448190325176,48
3342,45385,1,0.029411764705882353,0.3459762562611936,250
58776,59316,2,0.5,1.270912986849078,8
20338,35835,1,0.047619047619047616,0.5581106265512472,121
36578,40272,1,0.08333333333333333,0.30341307554227914,30
19660,25569,2,0.05714285714285714,0.6978521705937522,330
51348,57885,1,0.09090909090909091,0.267546386419054,27
35725,63216,1,0.1,0.36926937306885504,18
34364,51984,1,0.047619047619047616,0.36926937306885504,117
1765,32054,1,0.05555555555555555,0.3898712452512801,90
13133,23307,1,0.05,0.318928988903801,104
43345,49541,2,0.06666666666666667,0.6068261510845583,256
14831,25264,1,0.1,0.4170323914242463,28
34131,56886,1,0.16666666666666666,0.36067376022224085,6
7073,56910,2,0.2222222222222222,0.7797424905025602,30
13648,49794,3,0.06666666666666667,1.1728702354957852,476
36767,54696,1,0.08333333333333333,0.2729584204093974,30
51028,59600,2,0.05714285714285714,0.6307824050687041,322
11458,26437,1,0.09090909090909091,0.5138983423697507,35
46186,65284,1,0.07692307692307693,0.29401410379520604,40
818,16675,1,0.16666666666666666,0.3898712452512801,12
16016,20994,1,0.03571428571428571,0.3284587387530511,138
1616,64950,1,0.038461538461538464,0.30341307554227914,180
31398,48031,1,0.08333333333333333,0.3789231816899512,36
21762,22664,1,0.2,0.5138983423697507,8
34677,57584,1,0.09090909090909091,0.33380820069533407,35
4660,53695,1,0.16666666666666666,0.9102392266268373,12
10863,44721,1,0.07692307692307693,0.4170323914242463,40
1511,12697,1,0.1111111111111111,0.2969742043733701,21
21075,63805,1,0.09090909090909091,0.2969742043733701,11
5581,26913,1,0.05555555555555555,0.2729584204093974,48
30200,32067,1,0.07142857142857142,0.45511961331341866,54
28549,47861,1,0.08333333333333333,0.3396232718951086,36
37867,64813,1,0.047619047619047616,0.40242960438184466,117
14324,68251,1,0.05555555555555555,0.5581106265512472,90
3826,48773,1,0.045454545454545456,0.29120667621996243,130
183,19318,1,0.16666666666666666,0.5581106265512472,6
45319,47390,1,0.037037037037037035,0.31465798044412485,115
16753,32749,1,0.0625,0.5138983423697507,60
26654,48773,1,0.1,0.2835784920513334,10
9746,41928,1,0.07142857142857142,0.31066746727980593,26
16035,30254,1,0.125,0.48089834696298783,14
19917,61977,1,0.041666666666666664,0.33380820069533407,66
41687,62824,2,0.05263157894736842,0.7778725513363579,396
8109,41378,1,0.0625,0.31066746727980593,70
31271,57496,1,0.14285714285714285,0.48089834696298783,16
14757,38682,1,0.05555555555555555,0.5138983423697507,70
29808,52373,1,0.08333333333333333,0.45511961331341866,40
6210,15753,1,0.14285714285714285,0.3001016285004131,12
31705,55479,2,0.18181818181818182,0.7222254969336162,36
27723,28278,1,0.1,0.5138983423697507,28
42358,67166,1,0.16666666666666666,0.5138983423697507,12
13937,35910,1,0.03225806451612903,0.318928988903801,255
3188,47146,2,0.3333333333333333,0.7030775737641891,16
12267,16753,1,0.14285714285714285,0.318928988903801,15
2658,12457,1,0.05555555555555555,0.3459762562611936,84
10337,46718,1,0.06666666666666667,0.31465798044412485,63
51761,60282,1,0.07142857142857142,0.5138983423697507,56
50568,63156,2,0.05555555555555555,0.7998273358667889,280
32067,47200,1,0.045454545454545456,0.267546386419054,126
41687,44515,1,0.021739130434782608,0.2769378934088574,550
22895,30073,1,0.05555555555555555,0.4170323914242463,88
3826,65338,1,0.05555555555555555,0.2749075777424936,78
13243,60604,1,0.09090909090909091,0.2749075777424936,35
26654,33847,1,0.05263157894736842,0.2835784920513334,19
9356,57584,1,0.05263157894736842,0.318928988903801,91
10969,38300,1,0.09090909090909091,0.32351545314867247,36
5581,19342,1,0.3333333333333333,0.2729584204093974,3
49332,50118,1,0.1111111111111111,0.318928988903801,9
41221,42995,1,0.034482758620689655,0.45511961331341866,209
11557,32054,1,0.047619047619047616,0.32351545314867247,117
33141,43099,1,0.25,0.3898712452512801,6
32054,55259,1,0.034482758620689655,0.3898712452512801,189
32715,37972,1,0.09090909090909091,0.43429448190325176,35
63171,67572,1,0.1,0.318928988903801,28
3175,58588,1,0.037037037037037035,0.6213349345596119,160
11925,40559,1,0.058823529411764705,0.3789231816899512,77
18956,23106,1,0.027777777777777776,0.29120667621996243,252
2619,19268,1,0.0625,0.36926937306885504,66
11913,28656,2,0.08333333333333333,1.2352458628142324,69
16975,62905,1,0.125,0.4170323914242463,20
39460,43318,1,0.05,0.6213349345596119,104
3423,36998,1,0.03333333333333333,0.43429448190325176,184
45543,64787,1,0.07692307692307693,0.36926937306885504,24
18533,26021,1,0.03333333333333333,0.3396232718951086,238
8275,55387,1,0.03125,0.36926937306885504,230
37334,50713,1,0.3333333333333333,0.36926937306885504,4
15005,34596,1,0.041666666666666664,0.3001016285004131,150
59372,65338,1,0.16666666666666666,0.318928988903801,6
39004,57038,1,0.14285714285714285,0.5581106265512472,12
37932,55735,1,0.04,0.3001016285004131,168
11913,29595,1,0.02040816326530612,0.3001016285004131,621
8329,67701,1,0.03225806451612903,0.318928988903801,231
29106,35835,1,0.04,0.36926937306885504,165
13937,50970,1,0.05555555555555555,0.36067376022224085,34
21428,63303,1,0.08333333333333333,0.318928988903801,22
53649,62871,1,0.0625,0.36926937306885504,42
7599,66135,1,0.02702702702702703,0.5138983423697507,136
16816,21154,1,0.3333333333333333,0.43429448190325176,3
26503,43076,1,0.08333333333333333,0.43429448190325176,36
14176,14742,1,0.034482758620689655,0.4170323914242463,161
8025,11074,1,0.07142857142857142,0.6213349345596119,50
13769,66820,2,0.1,0.6758973860633213,57
33036,65505,2,0.16666666666666666,0.7213475204444817,49
34926,48973,1,0.015625,0.2835784920513334,966
11212,17066,1,0.0625,0.5138983423697507,60
6671,60797,1,0.05555555555555555,0.3396232718951086,70
3175,57433,1,0.047619047619047616,0.6213349345596119,112
48022,49939,1,0.05,0.2835784920513334,110
53159,65114,2,0.10526315789473684,0.9273799996201022,110
19073,19318,1,0.1,0.43429448190325176,30
41302,49726,2,0.13333333333333333,0.7998273358667889,72
12799,41823,1,0.125,0.3898712452512801,8
7127,23106,1,0.07142857142857142,0.28126641406272834,54
35424,49600,1,0.029411764705882353,0.3001016285004131,264
457,6041,1,0.043478260869565216,0.32351545314867247,143
3767,47896,1,0.2,0.36067376022224085,8
50747,55119,1,0.07692307692307693,0.7213475204444817,45
36456,57920,1,0.05263157894736842,0.33380820069533407,100
16164,43226,1,0.017543859649122806,0.36067376022224085,816
45536,68288,1,0.16666666666666666,0.31066746727980593,6
24959,45319,1,0.023809523809523808,0.31465798044412485,460
49939,65940,1,0.08333333333333333,0.29120667621996243,22
3737,49939,1,0.041666666666666664,0.28853900817779266,154
1765,15168,1,0.0625,0.36067376022224085,70
4223,33617,1,0.03333333333333333,0.31066746727980593,150
554,44820,1,0.027777777777777776,0.3789231816899512,286
48993,50786,1,0.06666666666666667,0.3789231816899512,48
32017,61742,1,0.023809523809523808,0.45511961331341866,222
14642,40936,1,0.05555555555555555,0.4170323914242463,48
39984,41759,2,0.2,0.7449619491830577,36
24165,43768,1,0.14285714285714285,0.43429448190325176,16
17198,49340,1,0.125,0.48089834696298783,18
41221,68204,1,0.05263157894736842,0.3789231816899512,99
25992,30829,1,0.125,0.36067376022224085,18
22152,65562,1,0.08333333333333333,0.36067376022224085,42
30291,42653,2,0.13333333333333333,0.6222386319291522,66
44803,68144,1,0.16666666666666666,0.48089834696298783,10
3682,44755,1,0.1,0.4170323914242463,24
5277,45079,1,0.045454545454545456,0.30692767643013485,112
5063,25902,1,0.047619047619047616,0.3459762562611936,117
53925,63462,1,0.09090909090909091,0.36067376022224085,32
36860,68711,1,0.023255813953488372,0.2835784920513334,420
6302,35424,1,0.037037037037037035,0.29401410379520604,96
24259,33200,1,0.05263157894736842,0.36067376022224085,75
22838,65486,1,0.02702702702702703,0.3001016285004131,336
15304,50073,1,0.05263157894736842,0.36067376022224085,96
12067,19808,4,0.16666666666666666,1.3556958522955957,187
9605,48192,1,0.02702702702702703,0.31465798044412485,217
28966,32017,1,0.1111111111111111,0.45511961331341866,24
61275,61977,1,0.03571428571428571,0.40242960438184466,154
33200,34364,2,0.07692307692307693,0.6625016737412845,195
42162,43013,1,0.047619047619047616,0.40242960438184466,57
5477,50213,1,0.0625,0.6213349345596119,66
21776,54321,1,0.125,0.43429448190325176,8
4387,33617,1,0.027777777777777776,0.31066746727980593,300
2194,12433,1,0.1111111111111111,0.36067376022224085,24
44934,64813,1,0.02631578947368421,0.3898712452512801,338
12143,32635,1,0.04,0.4170323914242463,169
35750,49369,1,0.058823529411764705,0.36926937306885504,77
46718,55210,2,0.18181818181818182,0.7687944269412312,42
20994,47869,1,0.041666666666666664,0.40242960438184466,46
27587,41302,1,0.024390243902439025,0.36926937306885504,272
369,54465,1,0.05555555555555555,0.4170323914242463,34
17817,52364,1,0.2,0.31066746727980593,8
37152,68711,1,0.043478260869565216,0.4170323914242463,140
42935,64813,1,0.07142857142857142,0.40242960438184466,26
57492,64383,1,0.06666666666666667,0.5581106265512472,60
2317,13937,1,0.03125,0.2835784920513334,272
32718,54218,1,0.06666666666666667,0.6213349345596119,39
4965,31729,1,0.09090909090909091,0.36926937306885504,32
25137,30291,1,0.04,0.4170323914242463,165
12961,14958,1,0.09090909090909091,0.318928988903801,27
16733,36687,1,0.1111111111111111,0.36067376022224085,24
4087,25569,1,0.038461538461538464,0.36067376022224085,110
3342,28633,3,0.13043478260869565,1.3088665844952434,160
57050,62725,2,0.2857142857142857,0.9820086947818527,20
31023,40077,1,0.07142857142857142,0.4170323914242463,54
32368,53058,3,0.2,1.1875483634464223,45
11180,29181,2,0.07692307692307693,0.6116321848174949,187
10737,39723,4,0.18181818181818182,1.3306276310178458,120
28240,55079,1,0.045454545454545456,0.29120667621996243,132
14456,17495,1,0.07142857142857142,0.48089834696298783,26
5187,67012,1,0.041666666666666664,0.318928988903801,114
12334,28042,1,0.037037037037037035,0.3898712452512801,160
30876,44753,1,0.07142857142857142,0.7213475204444817,50
28847,51327,1,0.06666666666666667,0.30341307554227914,60
9483,26860,3,0.23076923076923078,1.2352569356553964,63
31023,62708,1,0.08333333333333333,0.4170323914242463,36
28549,49418,1,0.05263157894736842,0.3396232718951086,64
20715,49743,1,0.09090909090909091,0.6213349345596119,32
21858,27312,2,0.05555555555555555,0.5528610001157244,345
36163,66288,1,0.05263157894736842,0.5138983423697507,64
12457,19747,1,0.06666666666666667,0.3284587387530511,48
2934,53132,1,0.058823529411764705,0.5581106265512472,81
1227,49369,1,0.043478260869565216,0.5138983423697507,119
12981,29546,1,0.041666666666666664,0.29401410379520604,150
20394,43686,1,0.022222222222222223,0.4170323914242463,465
42186,57878,1,0.03225806451612903,0.36067376022224085,112
12457,67453,2,0.07692307692307693,0.6074679970815937,192
13496,39037,1,0.058823529411764705,0.30692767643013485,65
768,16775,3,0.6,2.0896847877376965,15
27652,55259,2,0.046511627906976744,0.6693710015692682,504
41588,60403,1,0.045454545454545456,1.4426950408889634,120
50213,54915,1,0.030303030303030304,0.5581106265512472,253
15826,51824,2,0.14285714285714285,0.8069036366755264,64
24059,51962,2,0.058823529411764705,0.7318793055547124,299
57365,65338,1,0.07692307692307693,0.318928988903801,48
36071,61222,1,0.07142857142857142,0.5138983423697507,36
22559,59789,1,0.05,0.2729584204093974,80
7599,33384,1,0.06666666666666667,0.36067376022224085,48
21044,65086,2,0.0625,0.6299562682866319,288
20394,54424,1,0.025,0.2835784920513334,310
29106,36103,1,0.024390243902439025,0.3789231816899512,405
17370,63113,2,0.029411764705882353,0.7777061516464872,1189
14176,32730,2,0.08333333333333333,1.1383799118687281,69
58622,66017,1,0.03333333333333333,0.31465798044412485,168
1441,9297,1,0.023809523809523808,0.3898712452512801,156
45692,61556,1,0.03571428571428571,0.31465798044412485,210
8465,35750,2,0.11764705882352941,0.6335869693479259,88
14919,30559,1,0.1,0.6213349345596119,28
35424,51962,2,0.05714285714285714,0.6790248101903643,312
39173,51076,1,0.3333333333333333,0.5581106265512472,4
44534,52373,1,0.08333333333333333,0.48089834696298783,40
31807,46551,1,0.07142857142857142,0.43429448190325176,26
34740,61129,1,0.058823529411764705,0.3001016285004131,56
20994,66662,1,0.03571428571428571,0.36926937306885504,138
45024,58424,1,0.25,0.5138983423697507,6
3423,37616,1,0.023809523809523808,0.48089834696298783,460
1613,39582,1,0.14285714285714285,0.36067376022224085,15
1765,19974,1,0.037037037037037035,0.318928988903801,180
20338,65045,1,0.0625,0.7213475204444817,66
16266,50002,1,0.06666666666666667,0.48089834696298783,64
37867,58210,1,0.07142857142857142,0.7213475204444817,54
4070,47226,1,0.09090909090909091,0.3396232718951086,27
4387,40517,2,0.05263157894736842,0.8328273312735517,336
9356,36860,1,0.023809523809523808,0.48089834696298783,390
6041,63113,1,0.018867924528301886,0.45511961331341866,533
2934,51388,1,0.0625,0.48089834696298783,72
33426,55570,1,0.047619047619047616,0.269282508064391,112
37108,44572,1,0.1,0.7213475204444817,24
13133,62905,1,0.0625,0.43429448190325176,52
10988,46865,1,0.14285714285714285,0.7213475204444817,16
5379,41302,1,0.043478260869565216,0.269282508064391,128
47911,52820,1,0.14285714285714285,0.3284587387530511,15
290,31271,1,0.08333333333333333,0.31465798044412485,36
15032,24959,1,0.038461538461538464,0.31465798044412485,140
28837,33030,1,0.125,0.33380820069533407,20
15253,27587,1,0.024390243902439025,0.2769378934088574,272
34989,37108,3,0.1875,1.1529746098553655,88
35154,35455,2,0.2222222222222222,0.7030775737641891,28
2177,8025,1,0.058823529411764705,0.28853900817779266,80
40803,60604,1,0.041666666666666664,0.2749075777424936,126
4436,8329,1,0.038461538461538464,0.40242960438184466,176
10849,67617,1,0.07142857142857142,0.3898712452512801,56
11403,62541,1,0.030303030303030304,0.318928988903801,240
10849,54785,3,0.09090909090909091,1.1834281990118765,224
28633,53387,1,0.041666666666666664,0.45511961331341866,144
4387,47283,1,0.047619047619047616,0.31066746727980593,120
2799,49658,1,0.05,0.3898712452512801,80
52237,66440,1,0.045454545454545456,0.35295612386476116,120
40517,44934,2,0.038461538461538464,0.6365346159160945,728
34546,59169,1,0.07692307692307693,0.36926937306885504,49
32661,38892,16,0.8,5.494968710425863,320
6671,39723,1,0.041666666666666664,0.28126641406272834,100
8521,67149,1,0.14285714285714285,0.35295612386476116,15
16687,61147,1,0.037037037037037035,0.4170323914242463,195
11185,13794,1,0.25,0.6213349345596119,6
29715,60481,1,0.029411764705882353,0.3001016285004131,264
21858,33273,1,0.05555555555555555,0.43429448190325176,60
3965,63805,1,0.0625,0.2969742043733701,66
54691,55319,1,0.034482758620689655,0.3898712452512801,144
10225,34397,1,0.1111111111111111,0.30341307554227914,21
31702,53681,1,0.125,0.3459762562611936,14
21164,35336,1,0.08333333333333333,0.43429448190325176,22
12357,15678,1,0.14285714285714285,0.31066746727980593,12
7429,30478,1,0.1111111111111111,0.43429448190325176,9
22838,30291,1,0.029411764705882353,0.269282508064391,264
42198,66882,1,0.05263157894736842,0.2835784920513334,84
33200,49908,1,0.030303030303030304,0.36926937306885504,285
48851,65284,1,0.09090909090909091,0.29401410379520604,32
49455,62015,1,0.125,0.5138983423697507,14
18533,56559,1,0.03333333333333333,0.30692767643013485,238
24394,37268,1,0.02702702702702703,0.2969742043733701,217
23106,56120,1,0.058823529411764705,0.9102392266268373,81
6366,34364,1,0.045454545454545456,0.36926937306885504,130
17506,39723,1,0.05,0.2835784920513334,20
57942,63009,1,0.045454545454545456,0.6213349345596119,120
13824,44305,3,0.2727272727272727,1.6903654761276512,48
720,41943,2,0.25,0.8048592087636893,24
45963,65940,1,0.16666666666666666,0.29120667621996243,10
17793,40719,1,0.03571428571428571,0.3001016285004131,154
8465,51160,2,0.18181818181818182,0.5942459593311393,40
24059,55479,3,0.10344827586206896,1.1392578883578626,207
12981,59077,2,0.046511627906976744,0.5941157322956192,350
22275,57885,1,0.058823529411764705,0.267546386419054,81
12818,38145,1,0.1111111111111111,0.29120667621996243,16
24856,51070,1,0.05555555555555555,0.33380820069533407,84
12457,59077,1,0.021739130434782608,0.3459762562611936,420
49978,52149,1,0.06666666666666667,0.43429448190325176,63
30160,56559,3,0.06976744186046512,0.9626033022416977,448
21669,51659,1,0.02857142857142857,0.5581106265512472,275
18885,59081,1,0.16666666666666666,0.4170323914242463,12
5339,49958,22,0.7096774193548387,6.7790799163734885,702
11040,22838,1,0.034482758620689655,0.3898712452512801,144
59990,67415,1,0.2,0.43429448190325176,5
44934,49216,1,0.030303030303030304,0.5581106265512472,208
40316,48192,1,0.029411764705882353,0.6213349345596119,124
8025,19747,1,0.07692307692307693,0.3284587387530511,40
5649,54321,1,0.058823529411764705,0.2749075777424936,80
53601,61889,1,0.045454545454545456,0.36926937306885504,60
15304,25027,1,0.08333333333333333,0.28853900817779266,40
8307,51890,1,0.043478260869565216,0.30341307554227914,95
30461,41588,1,0.05555555555555555,0.5138983423697507,60
11977,33715,1,0.029411764705882353,0.3898712452512801,150
33029,55479,1,0.05,0.45511961331341866,108
32288,39037,1,0.06666666666666667,0.29120667621996243,55
37893,43700,3,0.75,0.9985317380298429,12
23313,36010,2,0.08,0.7294945171463887,110
45385,58887,1,0.02564102564102564,0.30692767643013485,375
25569,60926,1,0.02127659574468085,0.30692767643013485,572
27822,45200,1,0.125,0.6213349345596119,14
13659,61742,2,0.047619047619047616,0.5747851682712959,259
13496,47226,1,0.06666666666666667,0.30692767643013485,39
9790,15005,1,0.045454545454545456,0.45511961331341866,120
33454,59600,1,0.030303030303030304,0.31066746727980593,280
7648,41115,1,0.043478260869565216,0.40242960438184466,80
40559,67925,2,0.125,0.6927848262175276,77
54164,58969,1,0.3333333333333333,0.5138983423697507,3
25410,47283,1,0.1,0.31066746727980593,10
21044,25569,3,0.08108108108108109,0.958415007039683,396
23313,36949,1,0.125,0.6213349345596119,20
23549,24394,1,0.03125,0.45511961331341866,62
23313,24117,1,0.0625,0.3898712452512801,60
5138,65486,1,0.02564102564102564,0.33380820069533407,364
931,27587,1,0.027777777777777776,0.267546386419054,102
12530,51984,1,0.06666666666666667,0.43429448190325176,63
22632,36965,1,0.14285714285714285,0.33380820069533407,15
34519,48031,1,0.1111111111111111,0.3789231816899512,24
25239,25709,1,0.07142857142857142,0.5138983423697507,56
4723,20921,1,0.14285714285714285,0.40242960438184466,15
27926,34596,1,0.07142857142857142,0.36926937306885504,50
42995,64142,1,0.045454545454545456,0.45511961331341866,76
51355,65553,1,0.1111111111111111,0.40242960438184466,16
1099,16059,1,0.1111111111111111,0.6213349345596119,16
28292,63966,1,0.06666666666666667,0.36926937306885504,63
1765,3088,1,0.041666666666666664,0.43429448190325176,150
12949,36103,1,0.029411764705882353,0.32351545314867247,216
6439,23457,1,0.16666666666666666,0.36926937306885504,10
23477,36010,1,0.038461538461538464,0.2835784920513334,110
17217,42198,1,0.08333333333333333,0.318928988903801,42
33158,45844,1,0.058823529411764705,0.33380820069533407,45
11557,22552,1,0.025,0.32351545314867247,364
2508,32408,2,0.1,0.6039018808035049,120
22895,27926,1,0.06666666666666667,0.3789231816899512,55
9443,31462,1,0.06666666666666667,0.43429448190325176,39
2705,30478,1,0.09090909090909091,0.318928988903801,27
40262,65086,1,0.043478260869565216,0.5138983423697507,128
25091,33543,2,0.10526315789473684,0.679936840348661,110
5338,18191,1,0.07142857142857142,0.36067376022224085,56
28534,66882,1,0.043478260869565216,0.45511961331341866,140
6435,64813,1,0.03571428571428571,0.31465798044412485,208
175,45926,1,0.1111111111111111,0.3898712452512801,16
16009,41007,1,0.08333333333333333,0.3396232718951086,42
5187,30073,1,0.038461538461538464,0.35295612386476116,152
29106,42198,1,0.05,0.318928988903801,90
20864,46670,2,0.4,0.8745721025919916,12
10064,39659,1,0.07692307692307693,0.3396232718951086,45
9790,48724,1,0.043478260869565216,0.32351545314867247,128
27849,41115,1,0.1111111111111111,0.2749075777424936,24
22838,53406,1,0.03333333333333333,0.3898712452512801,168
58622,63252,1,0.125,0.31465798044412485,14
42725,63850,1,0.06666666666666667,0.36067376022224085,60
11557,58365,1,0.05263157894736842,0.2835784920513334,91
40803,66349,1,0.030303030303030304,0.318928988903801,288
5263,18956,2,0.05263157894736842,0.7127313823852852,336
24394,45107,1,0.022222222222222223,0.2969742043733701,465
2177,10737,5,0.5555555555555556,1.749696361298165,48
43919,60797,1,0.06666666666666667,0.48089834696298783,28
40524,63901,1,0.09090909090909091,0.4170323914242463,27
7268,50642,1,0.125,0.36067376022224085,20
1778,36103,1,0.03571428571428571,0.32351545314867247,54
3200,55158,1,0.14285714285714285,0.30341307554227914,12
14774,19684,1,0.05263157894736842,0.3898712452512801,99
24856,36278,1,0.07142857142857142,0.318928988903801,36
1765,14176,1,0.03125,0.318928988903801,230
19747,39366,1,0.1111111111111111,0.2969742043733701,24
35750,63303,1,0.047619047619047616,0.31465798044412485,121
